zone_id,station_id,Dij
1,1,6.033099314497608
1,2,2.0461197450112714e-05
1,3,0.5586078196735188
1,4,1.1896622414562295e-06
1,5,4.277088652998207e-07
1,6,0.03152423038164957
1,7,0.017350777593539042
1,8,0.1137305390702474
1,9,7.4317391625154015
1,10,18.26469903724297
1,11,0.024445456953572104
1,12,0.0003212027776195686
1,13,7.579779103085297
1,14,3.749863391725999e-05
1,15,0.0026707977094809696
1,16,1.5572909618069903e-06
1,17,2.707432474031046e-07
1,18,3.6239779872251536
1,19,31.482691801953177
1,20,1.0990681339400905
1,21,0.005874915882958793
1,22,1.5064713110862978e-05
1,23,1.0713776848453896e-05
1,24,9.414610735538161e-05
1,25,0.07866115771859308
1,26,1.5398150496811538
1,27,0.36343637730576955
1,28,0.00024338838269052712
1,29,11.861753844646257
1,30,8.985129824231858
2,1,5.964873644216326
2,2,0.011299199097452677
2,3,0.2988920276595753
2,4,8.409605221817209e-05
2,5,0.0003849631032400378
2,6,31.657475052772995
2,7,34.54908600102209
2,8,100.3688835356922
2,9,1.452572341137417
2,10,0.024176504704192515
2,11,23.222354657650296
2,12,0.11348910698332391
2,13,3.7780414167752085
2,14,0.03659565752367399
2,15,6.260025107515097
2,16,0.00014164786613733756
2,17,3.394907315128178e-05
2,18,0.0005921457187714709
2,19,0.7170968944643868
2,20,0.008925557495017573
2,21,0.2840090668657307
2,22,0.003385244045835081
2,23,0.0005609899844773301
2,24,0.02482194814632203
2,25,0.012728906822334822
2,26,0.00830633802163498
2,27,63.534413660649264
2,28,0.011371694341587302
2,29,0.0021040276994336534
2,30,1.413471454834732
3,1,0.011190334747096606
3,2,20.424635422856063
3,3,0.05811433826429455
3,4,0.1471837895800409
3,5,0.581586226576244
3,6,3.976506214765886
3,7,1.8069636738625003
3,8,0.23399463808150184
3,9,0.01593291425512202
3,10,5.1910955557396545e-05
3,11,5.817636821131101
3,12,72.63456063892592
3,13,0.00596667506659228
3,14,38.083577645497634
3,15,21.28849322382518
3,16,0.26973077217909697
3,17,0.07252143463118221
3,18,7.289877750622727e-06
3,19,0.0019011017945451078
3,20,0.0021323026004206945
3,21,15.093446222971092
3,22,6.91955188523039
3,23,0.7491273949125228
3,24,35.91256616208101
3,25,0.03534338738396242
3,26,0.0015150279706143699
3,27,0.16478992106828003
3,28,6.8944115819461
3,29,2.387685848236369e-05
3,30,0.012335129304382129
4,1,1.1755482274119882e-05
4,2,6.493265811556065
4,3,0.00015819408658745957
4,4,9.259910204290694
4,5,30.1748826096619
4,6,0.003724828001250681
4,7,0.001668145372293306
4,8,0.00021272812004288685
4,9,2.3257855225391832e-05
4,10,6.826480600632384e-08
4,11,0.005542471655123753
4,12,0.5644444354757848
4,13,6.238148018523686e-06
4,14,0.8570241473016756
4,15,0.026828257963245478
4,16,20.280848024539534
4,17,18.378731953089595
4,18,1.959281088657458e-08
4,19,2.3323511132873283e-06
4,20,1.3747747428718753e-05
4,21,0.0900060340238082
4,22,24.131958135954477
4,23,7.105646240100537
4,24,5.147134875091993
4,25,0.0005655031667563528
4,26,8.9818893251832e-06
4,27,0.00015217094112859764
4,28,1.313127440115011
4,29,6.074784583743816e-08
4,30,1.7437285093861353e-05
5,1,0.0015156579681557451
5,2,0.5413393447537707
5,3,0.09223969437219524
5,4,1.3807253924381198
5,5,0.033542409352637914
5,6,0.06082786399333889
5,7,0.020219391965591294
5,8,0.004426850470258585
5,9,0.006806655273170139
5,10,2.732507548597918e-05
5,11,0.08459927964719599
5,12,1.5161554271533713
5,13,0.0008458151973643702
5,14,0.17157512811292464
5,15,0.0797646627878853
5,16,1.5228378829437146
5,17,0.24785815368601521
5,18,2.6000764171082886e-05
5,19,0.0006012785869204076
5,20,0.02907220237633432
5,21,8.988573535256219
5,22,2.5327958268633397
5,23,10.9457213934593
5,24,3.672676357838042
5,25,1.6085290425222432
5,26,0.018360089893568108
5,27,0.006194370672250064
5,28,43.29415777691092
5,29,7.465640579754345e-05
5,30,0.004932985667528576
6,1,0.0022528178083226877
6,2,0.5168343740032219
6,3,0.14111946418369817
6,4,1.0705588990756727
6,5,0.02891670631427562
6,6,0.0812346498876245
6,7,0.02685370209588427
6,8,0.0061219438106004725
6,9,0.01031145259424159
6,10,4.206322386127384e-05
6,11,0.1121304694198425
6,12,1.6639574701652071
6,13,0.0012612762489166442
6,14,0.1768083190660682
6,15,0.09780757145075912
6,16,1.1900411121112553
6,17,0.19311680804649176
6,18,4.0425007738012576e-05
